area_c,p_ds,m_ds,p_ps,m_ps,p_imp,m_imp,pop,kfc,p_ds%,m_ds%,p_ps%,m_ps%,p_imp%,m_imp%,pop%,kfc%
4,1.4446620826357615,8.804261371534924,0.66,3.94,0.6814443786017743,0.8449910294662001,36686.78,0.0,-27.481711198246973,-15.760705591333798,-26.666666666666668,-15.631691648822269,-36.209052430890374,-34.96158501176113,5.920307100574802,0.0
8,9.38474318824057,39.624471239237955,4.29,17.26,4.1709969725513645,6.604078539872993,2877.01,0.0006951661620918939,-30.671773820737496,-9.396445151969122,-30.80645161290323,-9.110057925223785,-55.49299060096728,-48.57636076192841,-0.14057326123023217,0.0
12,6.821378390684192,20.082519597748565,3.1,8.87,0.0,1.6218661907920455,41927.01,0.0,-6.404818382082135,-5.800536594762026,-6.906906906906906,-5.738575982996822,-100.0,-28.10440056461178,3.935811526864726,-100.0
24,12.022947201675027,25.16505172265491,5.45,10.68,10.71193434191791,15.380419159589595,31273.53,0.0002877833106783916,36.39144744281518,12.87396795554973,36.59147869674185,13.617021276595736,43.91878698388535,23.870794335095226,7.267357806189382,50.0
28,76.39419404125286,120.04801920768307,30.3,38.3,76.39419404125286,120.04801920768307,91.63,0.0,38.36516424751718,20.794984660530872,43.80635975320361,27.922511690046747,38.36516424751718,35.89435774309723,1.1815371024734906,0.0
31,13.592684377868746,34.4741995090874,6.14,15.05,3.4474199509087398,5.121881069921557,10152.52,0.0008864794159479616,17.916536978011376,7.476010266416605,17.624521072796934,7.885304659498218,71.96161642626656,54.83989704183312,1.7668963788998917,-57.14285714285714
32,44.198173532431504,120.09834825368806,19.98,48.72,0.2701875101320316,1.9138281967685573,44413.6,0.0002251562584433597,0.3147842710949463,5.036721312750466,0.30120481927710197,4.3925433897578685,17.98613037447988,77.81597662820552,1.7068697982790253,150.0
36,48.48027741447595,113.8946236533312,21.89,46.84,0.6405321541136376,12.210144187791217,24979.23,0.026101685280130734,-3.851291128079036,-7.524827331244777,-3.8224956063268936,-6.319999999999994,-29.553982539603,-7.964801954971984,3.238302673615555,9214.285714285714
40,20.70016322587724,88.56955085170425,8.67,36.01,12.895183648907134,42.53148291218493,8840.51,0.0007918095223013151,-6.297010869821627,-1.0502563528892943,2.3612750885478073,0.8683473389355606,1.494272970126748,-3.985561977396764,1.1906383456056202,-41.66666666666667
44,59.71486153616481,111.96536538030902,25.48,41.83,64.69109999751188,116.94160384165609,401.91,0.03234554999875594,12.599480338526394,5.562012817368498,9.874946097455796,5.232704402515719,-1.4754547037893904,-3.528049397460465,1.497550381332392,-35.0
50,1.5762082002414897,4.172675196763324,0.7,1.9,0.0,0.018328002328389416,163683.96,0.00012829601629872592,-2.7591700748801817,-5.562448716077462,-2.7777777777777803,-5.472636815920392,0.0,46.42659855003509,2.4404046022716614,162.5
51,15.86428631863948,56.053811659192824,7.1,23.43,11.633809967002284,19.037143582367374,2836.56,0.0031728572637278957,37.771231222453835,13.929968514454727,36.80154142581887,14.79666829985301,44.95929546014706,47.45245287592355,-1.0216899757139337,-98.59154929577466
52,64.35696664163896,110.83699810504487,22.6,33.73,7.150774071293218,42.90464442775931,279.69,0.042904644427759306,5.488639733486457,6.499067317140531,7.6703191996188815,4.008633980881891,-0.3718402517072472,-0.37184025170723894,0.373228063879426,1200.0
56,14.324895620425204,60.61876561326276,5.29,22.75,26.64081197701029,60.00733714165924,11448.6,0.0,3.91830240580305,-12.831909600661179,-8.79310344827586,-13.134784268804891,16.856514191437654,11.326792337412295,1.1642826089261684,-100.0
